Student,State,IsCorrect,Time,TestCount
10,WR,1,2,14
10,WR,1,121,14
10,WR,1,17,14
10,NT,0,23,14
10,NT,0,10,14
10,NT,0,7,14
10,NT,0,51,14
10,NT,0,23,14
10,NT,0,7,14
10,NT,0,18,14
10,NT,0,6,14
10,NT,0,1,14
10,NT,0,0,14
10,NT,0,24,14
10,NT,0,165,14
10,NT,0,3,14
10,NT,0,247,14
10,NT,0,307,15
10,NT,0,24,15
10,NT,0,14,15
10,NT,0,12,15
10,NT,0,6,15
10,NT,0,12,15
10,NT,0,21,15
10,NT,0,72,15
10,NT,0,5,15
10,NT,0,320,15
10,NT,0,12,15
10,NT,0,6,15
10,NT,0,10,15
10,NT,0,13,15
10,NT,0,104,15
10,NT,0,8,15
10,NT,0,65,15
10,NT,0,12,15
10,NT,0,33,15
10,NT,0,85,15
10,NT,0,111,15
10,NT,0,66,15
10,NT,0,31,15
10,NT,0,5,15
10,NT,0,17,15
10,NT,0,9,15
10,NT,0,70,15
10,NT,0,29,15
10,NT,0,16,15
10,NT,0,15,15
10,NT,0,7,15
10,NT,0,59,15
10,NT,0,59,15
10,NT,0,13,15
10,NT,0,13,15
10,NT,0,4,15
10,NT,0,12,15
10,NT,0,8,15
10,NT,0,1,15
10,NT,0,224,15
10,NT,0,41,15
10,NT,0,8,15
10,NT,0,1,15
10,NT,0,68,15
10,NT,0,13,15
10,NT,0,54,15
10,NT,0,0,15
10,NT,0,0,15
10,NT,0,172,16
10,NT,0,15,16
10,NT,0,10,16
10,NT,0,47,16
10,NT,0,90,16
10,NT,0,10,16
10,NT,0,62,16
10,NT,0,1,16
10,NT,0,4,16
10,NT,0,45,17
10,NT,0,1,17
10,NT,0,13,17
10,NT,0,2,17
10,NT,0,22,17
10,NT,0,25,17
10,NT,0,3,17
10,NT,0,0,17
10,NT,0,0,17
10,NT,0,0,17
10,NT,0,3816,17
10,NT,0,1,17
10,NT,0,0,17
10,NT,0,1,17
10,NT,0,1,17
10,NT,0,0,17
10,NT,0,1,17
10,NT,0,0,17
10,NT,0,1,17
10,NT,0,1,17
10,NT,0,0,17
10,NT,0,1,17
10,NT,0,1,17
10,NT,0,769,17
10,NT,0,99,17
10,NT,0,745,17
10,NT,0,4,17
10,NT,0,130,17
10,NT,0,38,18
10,NT,0,9,18
10,NT,0,86,18
10,NT,0,24,18
10,NT,0,6,18
10,NT,0,13,18
10,NT,0,42,18
10,NT,0,62,18
10,NT,0,96,18
10,NT,0,12,18
10,NT,0,3,18
10,NT,0,17,18
10,NT,0,13,18
10,NT,0,69,18
10,NT,0,50,18
10,NT,0,142,18
10,NT,0,0,18
10,NT,0,8,18
10,NT,0,1,18
10,NT,0,15,18
10,NT,0,2,18
10,NT,0,0,18
10,NT,0,10,18
10,NT,0,1,18
10,NT,0,0,18
10,NT,0,14,18
10,NT,0,1,18
10,NT,0,0,18
10,NT,0,103,19
10,NT,0,5,19
10,NT,0,301,20
10,NT,0,14,20
10,NT,0,27,20
10,NT,0,10,20
10,NT,0,7,20
10,NT,0,33,20
10,NT,0,5,20
10,NT,0,0,20
10,NT,0,0,20
10,NT,0,8,20
10,NT,0,0,20
10,NT,0,33,20
10,NT,0,40,20
10,NT,0,5,20
10,NT,0,13,20
10,NT,0,36,20
10,NT,0,18,20
10,NT,0,39,20
10,NT,0,0,20
10,NT,0,0,20
10,NT,0,48,20
10,NT,0,2,20
10,NT,0,0,20
10,NT,0,0,20
10,NT,0,39,20
10,NT,0,2,20
10,NT,0,0,20
10,NT,0,0,20
10,NT,0,40,20
10,NT,0,158,21
10,NT,0,46,21
10,NT,0,9,21
10,NT,0,8,21
10,NT,0,9,21
10,NT,0,21,21
10,NT,0,1,21
10,NT,0,0,21
10,NT,0,0,21
10,NT,0,0,21
10,NT,0,90,22
10,NT,0,59,22
10,NT,0,16,22
10,NT,0,29,22
10,NT,0,32,22
10,NT,0,9,22
10,NT,0,215,22
10,NT,0,23,22
10,NT,0,15,22
10,NT,0,10,22
10,NT,0,26,22
10,NT,0,9,22
10,NT,0,9,22
10,NT,0,6,22
10,NT,0,2,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,143,22
10,NT,0,30,22
10,NT,0,18,22
10,NT,0,10,22
10,NT,0,49,22
10,NT,0,4,22
10,NT,0,279,22
10,NT,0,198,22
10,NT,0,21,22
10,NT,0,11,22
10,NT,0,1,22
10,NT,0,44,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,35,22
10,NT,0,17,22
10,NT,0,38,22
10,NT,0,13,22
10,NT,0,0,22
10,NT,0,65,22
10,NT,0,0,22
10,NT,0,37,22
10,NT,0,294,22
10,NT,0,89,22
10,NT,0,6,22
10,NT,0,298,22
10,NT,0,78,22
10,NT,0,4,22
10,NT,0,69,22
10,NT,0,68,22
10,NT,0,55,22
10,NT,0,7,22
10,NT,0,107,22
10,NT,0,126,22
10,NT,0,61,22
10,NT,0,12,22
10,NT,0,14,22
10,NT,0,5,22
10,NT,0,227,22
10,NT,0,68,22
10,NT,0,11,22
10,NT,0,392,22
10,NT,0,19,22
10,NT,0,14,22
10,NT,0,165,22
10,NT,0,4,22
10,NT,0,29,22
10,NT,0,0,22
10,NT,0,16,22
10,NT,0,0,22
10,NT,0,199,22
10,NT,0,10,22
10,NT,0,0,22
10,NT,0,125,22
10,NT,0,171,22
10,NT,0,333,22
10,NT,0,86,22
10,NT,0,3,22
10,NT,0,4,22
10,NT,0,22,22
10,NT,0,14,22
10,NT,0,21,22
10,NT,0,25,22
10,NT,0,19,22
10,NT,0,38,22
10,NT,0,66,22
10,NT,0,32,22
10,NT,0,149,22
10,NT,0,5,22
10,NT,0,24,22
10,NT,0,6,22
10,NT,0,10,22
10,NT,0,23,22
10,NT,0,26,22
10,NT,0,0,22
10,NT,0,43,22
10,NT,0,2,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,76,22
10,NT,0,3,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,285,22
10,NT,0,65,22
10,NT,0,114,22
10,NT,0,160,22
10,NT,0,136,22
10,NT,0,145,22
10,NT,0,240,22
10,NT,0,210,22
10,NT,0,15,22
10,NT,0,12,22
10,NT,0,4,22
10,NT,0,342,22
10,NT,0,11,22
10,NT,0,0,22
10,NT,0,5,22
10,NT,0,0,22
10,NT,0,5,22
10,NT,0,0,22
10,NT,0,192,22
10,NT,0,0,22
10,NT,0,56,22
10,NT,0,0,22
10,NT,0,43,22
10,NT,0,30,22
10,NT,0,32,22
10,NT,0,0,22
10,NT,0,95,22
10,NT,0,129,22
10,NT,0,22,22
10,NT,0,10,22
10,NT,0,98,22
10,NT,0,15,22
10,NT,0,54,22
10,NT,0,3,22
10,NT,0,52,22
10,NT,0,91,22
10,NT,0,318,22
10,NT,0,86,22
10,NT,0,15,22
10,NT,0,73,22
10,NT,0,189,22
10,NT,0,72,22
10,NT,0,25,22
10,NT,0,11,22
10,NT,0,120,22
10,NT,0,41,22
10,NT,0,95,22
10,NT,0,78,22
10,NT,0,61,22
10,NT,0,49,22
10,NT,0,3,22
10,NT,0,16,22
10,NT,0,16,22
10,NT,0,9,22
10,NT,0,91,22
10,NT,0,578,22
10,NT,0,7,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,48,22
10,NT,0,25,22
10,NT,0,0,22
10,NT,0,89,22
10,NT,0,85,22
10,NT,0,14,22
10,NT,0,2,22
10,NT,0,193,22
10,NT,0,69,22
10,NT,0,152,22
10,NT,0,114,22
10,NT,0,16,22
10,NT,0,0,22
10,NT,0,183,22
10,NT,0,37,22
10,NT,0,35,22
10,NT,0,29,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,157,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,129,22
10,NT,0,3,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,80,22
10,NT,0,3,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,10,22
10,NT,0,139,22
10,NT,0,3,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,8,22
10,NT,0,13,22
10,NT,0,3,22
10,NT,0,3,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,148,22
10,NT,0,11,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,118,22
10,NT,0,171,22
10,NT,0,19,22
10,NT,0,38,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,104,22
10,NT,0,0,22
10,NT,0,4,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,4,22
10,NT,0,20,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,7,22
10,NT,0,0,22
10,NT,0,0,22
10,NT,0,0,22
15,NS,1,0,0
15,WR,1,0,0
15,WR,1,36,1
15,WR,1,86,1
15,WR,1,150,1
15,WR,1,37,1
15,GR,1,37,1
15,GR,1,0,1
15,RF,1,21,1
15,WR,1,556,2
15,RE,1,1,2
15,RE,1,9,2
15,RE,1,68,2
15,RE,1,0,2
15,GR,1,0,2
15,GR,1,0,2
15,GR,1,33,2
15,RF,1,0,2
15,RF,1,11,2
15,RF,1,0,2
15,GR,1,0,2
15,GR,1,0,2
15,WR,1,130,3
15,RE,1,0,3
15,RE,1,164,3
15,RE,1,1,3
15,RE,1,0,3
15,GR,1,0,3
15,GR,1,0,3
15,RF,1,7,3
15,RF,1,36,3
15,RF,1,0,3
15,RF,1,0,3
15,GR,1,0,3
15,GR,1,0,3
15,GR,1,312,3
15,WR,1,746,4
15,RE,1,2,4
15,RE,1,10,4
15,RE,1,20,4
15,RE,1,1,4
15,RE,1,5,4
15,RE,1,25,4
15,RE,1,0,4
15,RE,1,0,4
15,RE,1,0,4
15,GR,1,0,4
15,GR,1,0,4
15,WR,1,388,5
15,RE,1,2,5
15,RE,1,155,5
15,RE,1,2,5
15,RE,1,41,5
15,RE,1,46,5
15,RE,1,48,5
15,RE,1,27,5
15,RE,1,28,5
15,RE,1,4,5
15,RE,1,16,5
15,RE,1,26,5
15,RE,1,25,5
15,RE,1,14,5
15,RE,1,2,5
15,RE,1,0,5
15,RE,1,15,5
15,RE,1,21,5
15,RE,1,11,5
15,RE,1,0,5
15,RE,1,13,5
15,RE,1,0,5
15,RE,1,5,5
15,RE,1,0,5
15,RE,1,90,5
15,RE,1,6,5
15,RE,1,4,5
15,RE,1,0,5
15,RE,1,111,5
15,RE,1,21,5
15,RE,1,29,5
15,RE,1,18,5
15,RE,1,9,5
15,RE,1,114,5
15,RE,1,4,5
15,RE,1,0,5
15,RE,1,25,5
15,RE,1,11,5
15,RE,1,1,5
15,RE,1,14,5
15,RE,1,4,5
15,RE,1,0,5
15,RE,1,50,5
15,RE,1,23,5
15,RE,1,13,5
15,RE,1,69,5
15,RE,1,32,5
15,RE,1,51,5
15,RE,1,45,5
15,RE,1,67,5
15,RE,1,76,5
15,RE,1,14,5
15,RE,1,3,5
15,RE,1,74,5
15,RE,1,33,5
15,RE,1,0,5
15,RE,1,0,5
15,RE,1,0,5
15,RE,1,0,5
15,RE,1,9,5
15,RE,1,0,5
15,RE,1,28,5
15,RE,1,3,5
15,RE,1,5,5
15,RE,1,14,5
15,RE,1,27,5
15,RE,1,17,5
15,RE,1,1,5
15,RE,1,9,5
15,RE,1,22,5
15,RE,1,1,5
15,RE,1,12,5
15,RE,1,31,5
15,RE,1,2,5
15,RE,1,9,5
15,RE,1,0,5
15,RE,1,12,5
15,RE,1,0,5
15,RE,1,6,5
15,RE,1,152,5
15,GR,1,1,5
15,GR,1,3,5
15,WR,1,94,6
15,RE,1,1,6
15,RE,1,7,6
15,RE,1,23,6
15,RE,1,1,6
15,RE,1,14,6
15,RE,1,28,6
15,RE,1,2,6
15,RE,1,0,6
15,RE,1,0,6
15,RE,1,0,6
15,RE,1,0,6
15,RE,1,0,6
15,GR,1,0,6
15,RF,1,8,6
15,WR,1,188,7
15,WR,1,214,7
15,RE,1,2,7
15,RE,1,7,7
15,RE,1,23,7
15,RE,1,1,7
15,RE,1,49,7
15,RE,1,1,7
15,RE,1,0,7
15,RE,1,0,7
15,RE,1,0,7
15,RE,1,0,7
15,RE,1,0,7
15,GR,1,0,7
15,GR,1,0,7
15,GR,1,3,7
15,GR,1,0,7
15,GR,1,0,7
15,GR,1,0,7
15,GR,1,0,7
15,GR,1,0,7
15,RF,1,0,7
15,RF,1,9,7
15,RF,1,39,7
15,RF,1,16,7
15,RF,1,22,7
15,RF,1,6,7
15,RF,1,0,7
15,RF,1,9,7
15,RF,1,9,7
15,RF,1,31,7
15,RF,1,85,7
15,RF,1,109,7
15,RF,1,18,7
15,RF,1,242,7
15,RF,1,25,7
15,RF,1,11,7
15,RF,1,92,7
15,RF,1,155,7
15,RF,1,7,7
15,RF,1,57,7
15,RF,1,41,7
15,RF,1,132,7
15,RF,1,68,7
15,RF,1,15,7
15,RF,1,121,7
15,RF,1,13,7
15,RF,1,9,7
15,RF,1,95,7
15,RF,1,83,7
15,RF,1,95,7
15,RF,1,51,7
15,RF,1,78,7
15,RF,1,53,7
15,RF,1,190,7
15,RF,1,19,7
15,RF,1,19,7
15,RF,1,122,7
15,RF,1,3,7
15,RF,1,0,7
15,RF,1,0,7
15,RF,1,0,7
15,RF,1,0,7
15,RF,1,0,7
15,GR,1,0,7
15,WR,1,199,8
15,RE,1,2,8
15,RE,1,0,8
15,RE,1,94,8
15,RE,1,0,8
15,RE,1,4,8
15,NT,0,97,9
15,NT,0,58,10
15,NT,0,0,10
15,NT,0,9,10
15,NT,0,21,10
15,NT,0,1,10
15,NT,0,30,10
15,NT,0,25,10
15,NT,0,13,10
15,NT,0,0,10
15,NT,0,34,10
15,NT,0,0,10
15,NT,0,92,10
15,NT,0,1,10
15,NT,0,47,10
15,NT,0,0,10
15,NT,0,70,10
15,NT,0,1,10
15,NT,0,2,10
15,NT,0,56,11
15,NT,0,1,11
15,NT,0,0,11
15,NT,0,0,11
15,NT,0,0,11
15,NT,0,0,11
15,NT,0,0,11
15,NT,0,0,11
15,NT,0,0,11
15,GR,1,0,11
15,GR,1,0,11
15,RF,1,0,11
15,RF,1,13,11
15,RF,1,59,11
15,RF,1,12,11
15,RF,1,700,11
15,RF,1,6,11
15,RF,1,33,11
15,RF,1,25,11
15,RF,1,4,11
15,RF,1,31,11
15,RF,1,155,11
15,RF,1,7,11
15,RF,1,57,11
15,RF,1,79,11
15,RF,1,9,11
15,RF,1,16,11
15,RF,1,65,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,23,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,43,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,10,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,24,11
15,RF,1,0,11
15,RF,1,9,11
15,RF,1,14,11
15,RF,1,32,11
15,RF,1,14,11
15,RF,1,25,11
15,RF,1,98,11
15,RF,1,18,11
15,RF,1,8,11
15,RF,1,20,11
15,RF,1,85,11
15,RF,1,0,11
15,RF,1,343,11
15,RF,1,15,11
15,RF,1,68,11
15,RF,1,1,11
15,RF,1,2,11
15,RF,1,15,11
15,RF,1,16,11
15,RF,1,29,11
15,RF,1,34,11
15,RF,1,122,11
15,RF,1,2,11
15,RF,1,21,11
15,RF,1,49,11
15,RF,1,59,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,69,11
15,RF,1,31,11
15,RF,1,203,11
15,RF,1,30,11
15,RF,1,149,11
15,RF,1,37,11
15,RF,1,194,11
15,RF,1,171,11
15,RF,1,22,11
15,RF,1,108,11
15,RF,1,0,11
15,RF,1,80,11
15,RF,1,0,11
15,RF,1,116,11
15,RF,1,16,11
15,RF,1,0,11
15,RF,1,37,11
15,RF,1,2,11
15,RF,1,7,11
15,RF,1,20,11
15,RF,1,1,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,29,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,1,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,28,11
15,RF,1,2,11
15,RF,1,7,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,15,11
15,RF,1,85,11
15,RF,1,37,11
15,RF,1,2,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,GR,1,4,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,GR,1,0,11
15,RF,1,103,11
15,RF,1,81,11
15,RF,1,8,11
15,RF,1,6,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,62,11
15,RF,1,20,11
15,RF,1,11,11
15,RF,1,20,11
15,RF,1,9,11
15,RF,1,16,11
15,RF,1,0,11
15,RF,1,11,11
15,RF,1,22,11
15,RF,1,19,11
15,RF,1,8,11
15,RF,1,15,11
15,RF,1,19,11
15,RF,1,12,11
15,RF,1,17,11
15,RF,1,8,11
15,RF,1,27,11
15,RF,1,8,11
15,RF,1,22,11
15,RF,1,127,11
15,RF,1,72,11
15,RF,1,155,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,GR,1,0,11
15,RF,1,83,11
15,RF,1,47,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,0,11
15,RF,1,1,11
15,GR,1,0,11
16,NS,1,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,89,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,0,0
16,NT,0,0,0
16,NT,0,1,0
16,NT,0,639,0
16,NT,0,1291,1
16,NT,0,35,1
16,NT,0,7,1
16,NT,0,21,1
16,NT,0,4,2
16,NT,0,356,2
16,NT,0,12,2
16,NT,0,18,2
16,NT,0,0,2
16,NT,0,13,2
16,NT,0,16,2
