Exercise,Repository,Student,State,IsCorrect,Time,TestCount
TEL,10,15,NT,0,3,7
TEL,10,15,NT,0,29,7
TEL,10,15,NT,0,8,7
TEL,10,15,NT,0,5,7
TEL,10,15,NT,0,12,7
TEL,10,15,NT,0,43,7
TEL,10,15,NT,0,101,7
TEL,10,15,NT,0,61,7
TEL,10,15,NT,0,8,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,1,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,WR,1,0,0
TEL,10,15,WR,1,258,0
TEL,10,15,WR,1,33,1
TEL,10,15,RE,1,3,1
TEL,10,15,RE,1,9,1
TEL,10,15,RE,1,6,1
TEL,10,15,RE,1,14,1
TEL,10,15,RE,1,7,1
TEL,10,15,GR,1,2,1
TEL,10,15,GR,1,0,1
TEL,10,15,WR,1,53,2
TEL,10,15,RE,1,6,2
TEL,10,15,RE,1,11,2
TEL,10,15,RE,1,17,2
TEL,10,15,RE,1,1,2
TEL,10,15,RE,1,6,2
TEL,10,15,RE,1,11,2
TEL,10,15,RE,1,0,2
TEL,10,15,RE,1,0,2
TEL,10,15,GR,1,0,2
TEL,10,15,RF,1,15,2
TEL,10,15,RF,1,19,2
TEL,10,15,RF,1,8,2
TEL,10,15,RF,1,30,2
TEL,10,15,RF,1,0,2
TEL,10,15,RF,1,15,2
TEL,10,15,RF,1,12,2
TEL,10,15,RF,1,7,2
TEL,10,15,RF,1,10,2
TEL,10,15,RF,1,0,2
TEL,10,15,RF,1,25,2
TEL,10,15,RF,1,14,2
TEL,10,15,RF,1,9,2
TEL,10,15,RF,1,8,2
TEL,10,15,RF,1,46,2
TEL,10,15,RF,1,6,2
TEL,10,15,RF,1,8,2
TEL,10,15,RF,1,28,2
TEL,10,15,RF,1,22,2
TEL,10,15,RF,1,3,2
TEL,10,15,RF,1,0,2
TEL,10,15,RF,1,0,2
TEL,10,15,RF,1,78,2
TEL,10,15,RF,1,16,2
TEL,10,15,GR,1,0,2
TEL,10,15,GR,1,0,2
TEL,10,15,GR,1,0,2
TEL,10,15,RF,1,39,2
TEL,10,15,RF,1,0,2
TEL,10,15,GR,1,0,2
TEL,10,15,GR,1,0,2
TEL,10,15,WR,1,430,3
TEL,10,15,NT,0,47,3
TEL,10,15,NT,0,10,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,79,3
TEL,10,15,NT,0,30,3
TEL,10,15,NT,0,16,3
TEL,10,15,NT,0,2,3
TEL,10,15,NT,0,91,3
TEL,10,15,NT,0,7,3
TEL,10,15,NT,0,25,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,31,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,0,3
TEL,10,15,NT,0,33,3
TEL,10,15,GR,1,0,3
TEL,10,15,GR,1,3,3
TEL,10,15,GR,1,0,3
TEL,10,15,GR,1,0,3
TEL,10,15,RF,1,64,3
TEL,10,15,RF,1,2,3
TEL,10,15,RF,1,25,3
TEL,10,15,RF,1,3,3
TEL,10,15,RF,1,0,3
TEL,10,15,RF,1,0,3
TEL,10,15,RF,1,0,3
TEL,10,15,RF,1,76,3
TEL,10,15,WR,1,20,4
TEL,10,15,RE,1,0,4
TEL,10,15,RE,1,145,4
TEL,10,15,RE,1,2,4
TEL,10,15,RE,1,0,4
TEL,10,15,RE,1,0,4
TEL,10,15,GR,1,0,4
TEL,10,15,WR,1,378,5
TEL,10,15,RE,1,4,5
TEL,10,15,RE,1,194,5
TEL,10,15,RE,1,4,5
TEL,10,15,RE,1,10,5
TEL,10,15,RE,1,18,5
TEL,10,15,RE,1,3,5
TEL,10,15,RE,1,46,5
TEL,10,15,RE,1,29,5
TEL,10,15,RE,1,13,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,15,5
TEL,10,15,RE,1,37,5
TEL,10,15,RE,1,5,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,77,5
TEL,10,15,RE,1,34,5
TEL,10,15,RE,1,65,5
TEL,10,15,RE,1,4,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,16,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,32,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,134,5
TEL,10,15,RE,1,3,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,34,5
TEL,10,15,RE,1,5,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,55,5
TEL,10,15,RE,1,3,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,RE,1,0,5
TEL,10,15,GR,1,0,5
TEL,10,15,WR,1,475,6
TEL,10,15,RE,1,3,6
TEL,10,15,RE,1,14,6
TEL,10,15,RE,1,13,6
TEL,10,15,RE,1,2,6
TEL,10,15,RE,1,33,6
TEL,10,15,RE,1,26,6
TEL,10,15,RE,1,6,6
TEL,10,15,RE,1,0,6
TEL,10,15,RE,1,79,6
TEL,10,15,RE,1,29,6
TEL,10,15,RE,1,55,6
TEL,10,15,RE,1,87,6
TEL,10,15,RE,1,5,6
TEL,10,15,RE,1,260,6
TEL,10,15,RE,1,191,6
TEL,10,15,RE,1,19,6
TEL,10,15,RE,1,7,6
TEL,10,15,RE,1,9,6
TEL,10,15,RE,1,15,6
TEL,10,15,NT,0,302,7
TEL,10,15,NT,0,3,7
TEL,10,15,NT,0,29,7
TEL,10,15,NT,0,8,7
TEL,10,15,NT,0,5,7
TEL,10,15,NT,0,12,7
TEL,10,15,NT,0,43,7
TEL,10,15,NT,0,101,7
TEL,10,15,NT,0,61,7
TEL,10,15,NT,0,8,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,1,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,321379,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,93,7
TEL,10,15,NT,0,384,7
TEL,10,15,NT,0,5,7
TEL,10,15,NT,0,88,7
TEL,10,15,NT,0,1223,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,14,7
TEL,10,15,NT,0,15,7
TEL,10,15,NT,0,10,7
TEL,10,15,NT,0,214,7
TEL,10,15,NT,0,72,7
TEL,10,15,NT,0,78,7
TEL,10,15,NT,0,33,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,229,7
TEL,10,15,NT,0,46,7
TEL,10,15,NT,0,265,7
TEL,10,15,NT,0,541,7
TEL,10,15,NT,0,0,7
TEL,10,15,NT,0,8,7
TEL,10,15,NT,0,0,7
MR,10,16,WR,1,0,0
MR,10,16,WR,1,941,1
MR,10,16,RE,1,18,1
MR,10,16,RE,1,0,1
MR,10,16,RE,1,22,1
MR,10,16,RE,1,93,1
MR,10,16,RE,1,5,1
MR,10,16,RE,1,11,1
MR,10,16,RE,1,0,1
MR,10,16,RE,1,0,1
MR,10,16,RE,1,36,1
MR,10,16,RE,1,4,1
MR,10,16,RE,1,86,1
MR,10,16,RE,1,2,1
MR,10,16,RE,1,5,1
MR,10,16,RE,1,11,1
MR,10,16,RE,1,63,1
MR,10,16,RE,1,2,1
MR,10,16,RE,1,11,1
MR,10,16,RE,1,6,1
MR,10,16,RE,1,1,1
MR,10,16,RE,1,41,1
MR,10,16,RE,1,1,1
MR,10,16,RE,1,17,1
MR,10,16,RE,1,1,1
MR,10,16,RE,1,18,1
MR,10,16,GR,1,1,1
MR,10,16,GR,1,103,1
MR,10,16,RF,1,30,1
MR,10,16,RF,1,130,1
MR,10,16,WR,1,23,2
MR,10,16,RE,1,38,2
MR,10,16,RE,1,0,2
MR,10,16,RE,1,8,2
MR,10,16,RE,1,34,2
MR,10,16,RE,1,2,2
MR,10,16,RE,1,9,2
MR,10,16,RE,1,0,2
MR,10,16,RE,1,0,2
MR,10,16,RE,1,14,2
MR,10,16,RE,1,3,2
MR,10,16,RE,1,5,2
MR,10,16,RE,1,10,2
MR,10,16,RE,1,17,2
MR,10,16,RE,1,2,2
MR,10,16,RE,1,8,2
MR,10,16,RE,1,4,2
MR,10,16,GR,1,3,2
MR,10,16,GR,1,5,2
MR,10,16,WR,1,13,3
MR,10,16,GR,1,3,3
MR,10,16,RF,1,10,3
MR,10,16,RF,1,3,3
MR,10,16,RF,1,0,3
MR,10,16,RF,1,271,3
MR,10,16,RF,1,4,3
MR,10,16,GR,1,6,3
MR,10,16,GR,1,0,3
MR,10,16,RF,1,100,3
MR,10,16,RF,1,13,3
MR,10,16,WR,1,7,4
MR,10,16,NT,0,404,4
MR,10,16,NT,0,450,4
MR,10,16,NT,0,450,4
MR,10,16,NT,0,479,4
MR,10,16,NT,0,0,4
MR,10,16,NT,0,0,4
MR,10,16,NT,0,0,4
MR,10,16,NT,0,7,4
MR,10,16,NT,0,58,4
MR,10,16,NT,0,2,4
MR,10,16,NT,0,76,4
MR,10,16,NT,0,7,4
MR,10,16,NT,0,42,4
MR,10,16,NT,0,16,4
MR,10,16,NT,0,11,4
MR,10,16,NT,0,0,4
MR,10,16,GR,1,0,4
MR,10,16,RF,1,15,4
MR,10,16,WR,1,5,5
MR,10,16,NT,0,300,5
MR,10,16,NT,0,315,5
MR,10,16,NT,0,0,5
MR,10,16,NT,0,0,5
MR,10,16,NT,0,0,5
MR,10,16,NT,0,0,5
MR,10,16,NT,0,32,5
MR,10,16,GR,1,2,5
MR,10,16,GR,1,4,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,RF,1,293,5
MR,10,16,RF,1,32,5
MR,10,16,RF,1,49,5
MR,10,16,RF,1,23,5
MR,10,16,RF,1,6,5
MR,10,16,RF,1,0,5
MR,10,16,RF,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,5,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,11,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,0,5
MR,10,16,GR,1,6,5
MR,10,16,WR,1,16,6
MR,10,16,GR,1,3,6
MR,10,16,GR,1,50,6
MR,10,16,GR,1,0,6
MR,10,16,GR,1,0,6
MR,10,16,GR,1,0,6
MR,10,16,GR,1,0,6
MR,10,16,RF,1,8,6
MR,10,16,WR,1,89,7
MR,10,16,WR,1,5,7
MR,10,16,WR,1,0,7
MR,10,16,WR,1,0,7
MR,10,16,WR,1,0,7
MR,10,16,RE,1,0,7
MR,10,16,RE,1,0,7
MR,10,16,RE,1,94,7
MR,10,16,RE,1,2,7
MR,10,16,RE,1,59,7
MR,10,16,RE,1,2,7
MR,10,16,RE,1,3,7
MR,10,16,RE,1,0,7
MR,10,16,RE,1,0,7
MR,10,16,GR,1,0,7
MR,10,16,GR,1,0,7
MR,10,16,WR,1,53,8
MR,10,16,WR,1,3,8
MR,10,16,WR,1,0,8
MR,10,16,WR,1,0,8
MR,10,16,WR,1,0,8
MR,10,16,WR,1,0,8
MR,10,16,RE,1,0,8
MR,10,16,RE,1,0,8
MR,10,16,RE,1,40,8
MR,10,16,RE,1,1,8
MR,10,16,RE,1,5,8
MR,10,16,RE,1,0,8
MR,10,16,RE,1,0,8
MR,10,16,RE,1,0,8
MR,10,16,GR,1,0,8
MR,10,16,GR,1,0,8
MR,10,16,WR,1,26,9
MR,10,16,WR,1,3,9
MR,10,16,WR,1,0,9
MR,10,16,WR,1,0,9
MR,10,16,WR,1,0,9
MR,10,16,WR,1,0,9
MR,10,16,WR,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,23,9
MR,10,16,RE,1,3,9
MR,10,16,RE,1,136,9
MR,10,16,RE,1,5,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,9,9
MR,10,16,RE,1,47,9
MR,10,16,RE,1,2,9
MR,10,16,RE,1,3,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,RE,1,0,9
MR,10,16,GR,1,0,9
MR,10,16,WR,1,57,10
MR,10,16,WR,1,3,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,0,10
MR,10,16,RE,1,75,10
MR,10,16,RE,1,1,10
MR,10,16,RE,1,25,10
MR,10,16,NT,0,22,11
MR,10,16,NT,0,12,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,0,11
MR,10,16,NT,0,29,11
MR,10,16,NT,0,2,11
MR,10,16,NT,0,22,11
MR,10,16,GR,1,1,11
MR,10,16,WR,1,18,12
MR,10,16,WR,1,9,12
MR,10,16,WR,1,3,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,WR,1,0,12
MR,10,16,RE,1,0,12
MR,10,16,RE,1,0,12
MR,10,16,RE,1,25,12
MR,10,16,RE,1,5,12
MR,10,16,NT,0,45,13
MR,10,16,NT,0,3,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,0,13
MR,10,16,NT,0,70,13
MR,10,16,GR,1,2,13
MR,10,16,WR,1,28,14
MR,10,16,WR,1,95,14
MR,10,16,WR,1,6,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,WR,1,0,14
MR,10,16,RE,1,0,14
MR,10,16,RE,1,0,14
MR,10,16,RE,1,26,14
MR,10,16,RE,1,10,14
MR,10,16,RE,1,1,14
MR,10,16,NT,0,36,15
MR,10,16,NT,0,5,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,0,15
MR,10,16,NT,0,33,15
MR,10,16,GR,1,3,15
MR,10,16,WR,1,23,16
MR,10,16,WR,1,4,16
MR,10,16,WR,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,59,16
MR,10,16,RE,1,6,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,6,16
MR,10,16,RE,1,44,16
MR,10,16,RE,1,7,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,213,16
MR,10,16,RE,1,2,16
MR,10,16,RE,1,97,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,16,16
MR,10,16,RE,1,6,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,0,16
MR,10,16,RE,1,122,16
MR,10,16,RE,1,2,16
MR,10,16,RE,1,31,16
MR,10,16,GR,1,1,16
MR,10,16,WR,1,26,17
MR,10,16,WR,1,3,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,1,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,WR,1,0,17
MR,10,16,RE,1,0,17
MR,10,16,RE,1,0,17
MR,10,16,RE,1,63,17
MR,10,16,RE,1,3,17
MR,10,16,NT,0,24,18
MR,10,16,NT,0,3,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,0,18
MR,10,16,NT,0,63,18
MR,10,16,GR,1,1,18
MR,10,16,RF,1,143,18
MR,10,16,RF,1,3,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,RF,1,0,18
MR,10,16,GR,1,0,18
MR,10,16,WR,1,494,19
MR,10,16,WR,1,20,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,WR,1,0,19
MR,10,16,RE,1,0,19
MR,10,16,RE,1,0,19
MR,10,16,RE,1,169,19
MR,10,16,RE,1,3,19
MR,10,16,NT,0,21,20
MR,10,16,NT,0,102,21
MR,10,16,NT,0,4,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,1,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,0,21
MR,10,16,NT,0,170,21
MR,10,16,NT,0,17,21
MR,10,16,NT,0,10,21
MR,10,16,NT,0,143,21
MR,10,16,GR,1,2,21
MR,10,16,GR,1,4,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,RF,1,13,21
MR,10,16,RF,1,6,21
MR,10,16,RF,1,5,21
MR,10,16,RF,1,16,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,RF,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,GR,1,0,21
MR,10,16,WR,1,185,22
MR,10,16,MO,1,121,23
MR,10,16,WR,1,4,23
